Sysdig Container CPU Quota Used Percent,Sysdig Container File In IOPS,Sysdig Container Net HTTP Request Count,JMX JVM Heap Used,Sysdig Container Syscall Error Count,Sysdig Program Net Error Count,Sysdig Container Net HTTP Error Count,Sysdig Container Memory Limit Used Percent,Timestamp
2.053,5.2,1,52655568,0,0,0,46.747396,1699059910
1.947,5.4,1,53573072,0,0,0,46.747396,1699059920
1.960001,5.4,1,54425449.6,0,0,0,46.747396,1699059930
11.533,7.8,1,44593282.4,0,0,0,47.003256,1699059940
1.695,5,1,34638644.8,0,0,0,46.729167,1699059950
1.701,6,1,35529934.4,0,0,0,46.795834,1699059960
1.555001,5.4,1,36450715.2,0,0,0,46.729167,1699059970
1.879,6.2,1,37422923.555556,0,0,0,46.795834,1699059980
1.83,6.8,1,38341022.4,0,0,0,46.795834,1699059990
1.991,6.2,1,39321224,0,0,0,46.796745,1699060000
2.014001,7.8,1,40285012.8,0,0,0,46.730469,1699060010
1.835001,5.6,1,41161966.4,0,0,0,46.730469,1699060020
1.878001,5.4,1,42088072,0,0,0,46.730469,1699060030
8.575,6.2,1,42993288,0,0,0,46.738803,1699060040
3.113,6,1,43861640,0,0,0,46.877605,1699060050
1.626001,5.4,1,44828705.6,0,0,0,46.746094,1699060060
1.942001,5.4,1,45748257.6,0,0,0,46.746094,1699060070
1.98,6,1,46627668.8,0,0,0,46.812761,1699060080
1.956,5.8,1,47551726.4,0,0,0,46.812761,1699060090
1.804,6.2,1,48429908.8,0,0,0,46.812761,1699060100
1.496,5.2,1,49341268.8,0,0,0,46.746094,1699060110
1.807,5.4,1,50242798.4,0,0,0,46.746094,1699060120
1.818,5.8,1,51174638.4,0,0,0,46.746094,1699060130
1.731,4.8,1,52013089.6,0,0,0,46.746094,1699060140
1.759,5.4,1,52996948.8,0,0,0,46.746094,1699060150
1.863,4.8,1,53882504,0,0,0,46.746094,1699060160
1.717,7,1,54708257.6,0,0,0,46.813672,1699060170
1.521001,5.4,1,55617569.6,0,0,0,46.747396,1699060180
1.843,6,1,56539169.6,0,0,0,46.814063,1699060190
2.093,6.2,1,57439470.4,0,0,0,46.814974,1699060200
1.876001,6.2,1,58278331.2,0,0,0,46.816277,1699060210
1.701,5.2,1,59248264,0,0,0,46.750001,1699060220
4.082,7.4,1,52198724.8,0,0,0,46.800261,1699060230
1.889,6.2,1,34433345.6,0,0,0,46.784636,1699060240
